trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
472,False,"{'a': 0.001, 'e': 0.5845923986840602}",20,0,-33.93869438532324,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
473,False,"{'a': 0.001, 'e': 0.5840859636080378}",25,14,-40.27571998148653,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.001, 'e': 0.5835798075780313}",20,0,-82.66142927611814,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
475,False,"{'a': 0.001, 'e': 0.58307393096539}",25,0,-63.89717479125423,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
476,False,"{'a': 0.001, 'e': 0.5825683341392915}",30,0,-27.014228409534145,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
477,False,"{'a': 0.001, 'e': 0.58206301746675}",20,15,1.4063824315871754,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.001, 'e': 0.5815579813126215}",20,5,-32.251447326721504,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
479,False,"{'a': 0.001, 'e': 0.5810532260396116}",20,0,-73.86956755137717,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
480,False,"{'a': 0.001, 'e': 0.5805487520082824}",20,9,10.567400160871742,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.001, 'e': 0.5800445595770585}",20,9,-18.32297874756125,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
482,False,"{'a': 0.001, 'e': 0.5795406491022344}",30,0,1.4790549426564503,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
483,False,"{'a': 0.001, 'e': 0.579037020937981}",20,0,8.718092025364015,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
484,False,"{'a': 0.001, 'e': 0.5785336754363527}",20,12,-6.201494097578594,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
485,False,"{'a': 0.001, 'e': 0.5780306129472932}",25,0,-75.17179623041086,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
486,False,"{'a': 0.001, 'e': 0.5775278338186429}",20,0,-25.669682974288566,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
487,False,"{'a': 0.001, 'e': 0.5770253383961457}",25,8,-16.290007797324364,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
488,False,"{'a': 0.001, 'e': 0.576523127023455}",30,0,-131.02726288307346,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
489,False,"{'a': 0.001, 'e': 0.576021200042141}",20,6,-18.853542104422086,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
490,False,"{'a': 0.001, 'e': 0.5755195577916966}",25,0,-71.87778928793308,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",1
491,False,"{'a': 0.001, 'e': 0.5750182006095451}",25,14,-57.88375097022665,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
492,False,"{'a': 0.001, 'e': 0.5745171288310456}",30,8,-155.22130465736333,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 3}",1
493,False,"{'a': 0.001, 'e': 0.5740163427894998}",25,0,-104.47962959911646,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
494,False,"{'a': 0.001, 'e': 0.5735158428161594}",25,7,-43.89071895406159,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
495,False,"{'a': 0.001, 'e': 0.573015629240232}",25,13,-27.073038498079658,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
496,False,"{'a': 0.001, 'e': 0.5725157023888873}",25,0,-23.45645090022311,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
497,False,"{'a': 0.001, 'e': 0.572016062587264}",20,0,-39.44948647705417,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
498,False,"{'a': 0.001, 'e': 0.5715167101584766}",20,14,11.686378794774203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.001, 'e': 0.5710176454236212}",25,7,3.139944704725024,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
500,False,"{'a': 0.001, 'e': 0.5705188687017825}",30,0,-66.32874382973817,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
501,False,"{'a': 0.001, 'e': 0.5700203803100397}",20,0,-84.85396654425774,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
502,False,"{'a': 0.001, 'e': 0.5695221805634733}",20,0,-48.79427962832189,"{0: 15, 1: 2, 2: 0, 3: 3, 4: 0}",0
503,False,"{'a': 0.001, 'e': 0.5690242697751716}",25,0,-78.92522023381937,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
504,False,"{'a': 0.001, 'e': 0.5685266482562368}",20,0,-120.25587157894327,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
505,False,"{'a': 0.001, 'e': 0.5680293163157913}",30,7,-17.119066930527087,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
506,False,"{'a': 0.001, 'e': 0.5675322742609845}",20,0,-36.22258594670007,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
507,False,"{'a': 0.001, 'e': 0.5670355223969986}",20,9,-22.504107424799827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
508,False,"{'a': 0.001, 'e': 0.5665390610270552}",30,21,-11.674183567048745,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
509,False,"{'a': 0.001, 'e': 0.5660428904524217}",20,0,-91.10063945803175,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
510,False,"{'a': 0.001, 'e': 0.5655470109724174}",20,7,12.07755150924562,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.001, 'e': 0.5650514228844196}",35,17,0.024843578259561294,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
512,False,"{'a': 0.001, 'e': 0.5645561264838704}",30,0,-47.689650313290784,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
513,False,"{'a': 0.001, 'e': 0.5640611220642824}",25,13,8.42130789970604,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.001, 'e': 0.5635664099172452}",25,0,-137.0342196465197,"{0: 15, 1: 5, 2: 1, 3: 2, 4: 2}",0
515,False,"{'a': 0.001, 'e': 0.5630719903324314}",30,2,-37.48580542359567,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 0}",1
516,False,"{'a': 0.001, 'e': 0.5625778635976031}",25,4,-89.53645006717801,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 1}",1
517,False,"{'a': 0.001, 'e': 0.562084029998618}",20,13,-79.52656954683896,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 2}",1
518,False,"{'a': 0.001, 'e': 0.5615904898194349}",20,0,-51.7604642441262,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
519,False,"{'a': 0.001, 'e': 0.561097243342121}",25,9,-14.455887359550164,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
520,False,"{'a': 0.001, 'e': 0.5606042908468571}",20,0,-29.705000968356728,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
521,False,"{'a': 0.001, 'e': 0.5601116326119441}",25,15,-20.697858028867334,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
522,False,"{'a': 0.001, 'e': 0.5596192689138088}",25,9,-69.65596939829965,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
523,False,"{'a': 0.001, 'e': 0.5591272000270106}",20,0,-20.717809722130188,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
524,False,"{'a': 0.001, 'e': 0.5586354262242467}",20,13,2.827465297510966,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.001, 'e': 0.5581439477763589}",25,0,-31.07582568640759,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
526,False,"{'a': 0.001, 'e': 0.5576527649523392}",20,0,-20.48835283523228,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
527,False,"{'a': 0.001, 'e': 0.5571618780193357}",20,0,-42.673479025814075,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
528,False,"{'a': 0.001, 'e': 0.5566712872426594}",20,0,-99.72454121138591,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
529,False,"{'a': 0.001, 'e': 0.556180992885789}",25,0,-33.49386242107035,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
530,False,"{'a': 0.001, 'e': 0.5556909952103779}",25,13,-42.432170615079286,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
531,False,"{'a': 0.001, 'e': 0.5552012944762595}",20,0,-38.95174165193084,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
532,False,"{'a': 0.001, 'e': 0.5547118909414535}",25,0,-87.37863542282207,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
533,False,"{'a': 0.001, 'e': 0.5542227848621712}",20,14,1.4208323651950465,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.001, 'e': 0.5537339764928226}",20,0,7.53510404608,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
535,False,"{'a': 0.001, 'e': 0.5532454660860212}",30,10,-5.69569873455819,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
536,False,"{'a': 0.001, 'e': 0.5527572538925901}",25,15,-0.6810169638087933,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.001, 'e': 0.5522693401615683}",25,0,-38.276613065938115,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
538,False,"{'a': 0.001, 'e': 0.551781725140216}",30,8,-41.91602149363939,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
539,False,"{'a': 0.001, 'e': 0.5512944090740206}",20,13,-13.741637650323902,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.001, 'e': 0.5508073922067029}",30,0,-111.00793002766159,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
541,False,"{'a': 0.001, 'e': 0.5503206747802224}",30,0,-34.37999104755593,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
542,False,"{'a': 0.001, 'e': 0.5498342570347831}",25,8,-4.83266881132402,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
543,False,"{'a': 0.001, 'e': 0.5493481392088394}",25,0,-79.12378637505209,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
544,False,"{'a': 0.001, 'e': 0.5488623215391023}",25,8,-38.21198639954651,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
545,False,"{'a': 0.001, 'e': 0.5483768042605441}",20,1,-9.000712228979767,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
546,False,"{'a': 0.001, 'e': 0.5478915876064051}",20,0,-50.56249650524913,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
547,False,"{'a': 0.001, 'e': 0.5474066718081988}",20,15,-4.144037632035551,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.001, 'e': 0.5469220570957177}",30,16,-5.723112822634906,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.001, 'e': 0.5464377436970389}",25,16,17.664810062276246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.001, 'e': 0.54595373183853}",20,0,-37.41982911431711,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
551,False,"{'a': 0.001, 'e': 0.5454700217448545}",30,6,-172.39399774034914,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 3}",1
552,False,"{'a': 0.001, 'e': 0.5449866136389775}",20,0,-33.33879233864997,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
553,False,"{'a': 0.001, 'e': 0.5445035077421712}",30,8,-31.296470669015857,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
554,False,"{'a': 0.001, 'e': 0.5440207042740208}",20,14,3.865467967598568,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.001, 'e': 0.54353820345243}",30,0,-42.2745164146257,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
556,False,"{'a': 0.001, 'e': 0.5430560054936261}",25,4,-83.00437491647935,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 2}",1
557,False,"{'a': 0.001, 'e': 0.5425741106121663}",20,13,1.103550062230348,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.001, 'e': 0.5420925190209426}",20,16,4.177025915368881,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.001, 'e': 0.5416112309311877}",30,0,-45.4136178332399,"{0: 23, 1: 5, 2: 1, 3: 0, 4: 1}",0
560,False,"{'a': 0.001, 'e': 0.5411302465524805}",20,6,-27.978578746887372,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
561,False,"{'a': 0.001, 'e': 0.5406495660927513}",25,0,-32.84693030857541,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
562,False,"{'a': 0.001, 'e': 0.5401691897582876}",25,12,-36.870819386948114,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
563,False,"{'a': 0.001, 'e': 0.5396891177537394}",25,20,10.153680230080763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.001, 'e': 0.5392093502821247}",20,0,-58.35039641564043,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
565,False,"{'a': 0.001, 'e': 0.5387298875448351}",20,12,-10.208936884476893,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
566,False,"{'a': 0.001, 'e': 0.5382507297416406}",20,2,-112.65225223997277,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 1}",1
567,False,"{'a': 0.001, 'e': 0.5377718770706957}",30,0,-129.91357278635124,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
568,False,"{'a': 0.001, 'e': 0.537293329728545}",25,0,-149.48306909276408,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
569,False,"{'a': 0.001, 'e': 0.5368150879101274}",20,0,-33.08896022960961,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
570,False,"{'a': 0.001, 'e': 0.5363371518087826}",20,0,-19.210272237269354,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
571,False,"{'a': 0.001, 'e': 0.5358595216162559}",20,7,5.5073818671614605,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.001, 'e': 0.5353821975227039}",30,14,-27.916103900279705,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.001, 'e': 0.5349051797166993}",20,2,-38.093040439794414,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 0}",1
574,False,"{'a': 0.001, 'e': 0.5344284683852367}",20,13,7.9612045655774875,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.001, 'e': 0.5339520637137376}",30,1,-9.182903582765238,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 0}",1
576,False,"{'a': 0.001, 'e': 0.533475965886056}",20,14,-17.718756783735348,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
577,False,"{'a': 0.001, 'e': 0.5330001750844829}",25,13,-34.9250161837066,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
578,False,"{'a': 0.001, 'e': 0.5325246914897529}",20,0,7.216900715839288,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
579,False,"{'a': 0.001, 'e': 0.5320495152810478}",25,16,-37.50602975372015,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
580,False,"{'a': 0.001, 'e': 0.5315746466360033}",35,10,-33.42124444764253,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
581,False,"{'a': 0.001, 'e': 0.5311000857307132}",25,7,-39.65260706360435,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
582,False,"{'a': 0.001, 'e': 0.5306258327397352}",30,1,-117.25582304437326,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 2}",1
583,False,"{'a': 0.001, 'e': 0.5301518878360953}",25,7,-67.23000456216343,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
584,False,"{'a': 0.001, 'e': 0.5296782511912943}",20,0,-93.67397793922422,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
585,False,"{'a': 0.001, 'e': 0.5292049229753115}",20,0,-23.446679483943633,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
586,False,"{'a': 0.001, 'e': 0.5287319033566106}",20,3,-1.8324307968340416,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.001, 'e': 0.528259192502145}",20,10,-40.71179753702935,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
588,False,"{'a': 0.001, 'e': 0.5277867905773624}",25,9,-41.56039931650069,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 1}",1
589,False,"{'a': 0.001, 'e': 0.52731469774621}",25,0,-39.988584477712116,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
590,False,"{'a': 0.001, 'e': 0.52684291417114}",25,11,-67.76761200761038,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 1}",1
591,False,"{'a': 0.001, 'e': 0.5263714400131142}",25,16,0.38184949934527124,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.001, 'e': 0.525900275431609}",25,15,-16.24961237627615,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.001, 'e': 0.5254294205846212}",20,8,7.757553543745522,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.001, 'e': 0.5249588756286718}",20,2,-34.79250730163861,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
595,False,"{'a': 0.001, 'e': 0.5244886407188124}",25,7,-16.119009782040955,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.001, 'e': 0.524018716008629}",20,15,-31.61701983255483,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.001, 'e': 0.5235491016502477}",20,0,-36.695538649490864,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
598,False,"{'a': 0.001, 'e': 0.5230797977943393}",30,0,-22.95208355065627,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
599,False,"{'a': 0.001, 'e': 0.5226108045901248}",35,0,-111.00661273662493,"{0: 25, 1: 2, 2: 5, 3: 2, 4: 1}",0
600,False,"{'a': 0.001, 'e': 0.5221421221853794}",35,15,16.65182356112491,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.001, 'e': 0.5216737507264383}",20,0,-2.146981331589778,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
602,False,"{'a': 0.001, 'e': 0.5212056903582014}",25,8,-9.246564664295907,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
603,False,"{'a': 0.001, 'e': 0.5207379412241381}",25,0,-69.53615260013405,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
604,False,"{'a': 0.001, 'e': 0.5202705034662919}",25,0,5.582254251639823,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
605,False,"{'a': 0.001, 'e': 0.5198033772252861}",20,10,8.027160002313614,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.001, 'e': 0.5193365626403277}",30,15,-92.13567970876339,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 1}",1
607,False,"{'a': 0.001, 'e': 0.5188700598492129}",25,0,-67.59397785751746,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
608,False,"{'a': 0.001, 'e': 0.5184038689883317}",25,13,-52.183387742311645,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
609,False,"{'a': 0.001, 'e': 0.5179379901926728}",20,9,18.649875252383783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.001, 'e': 0.5174724235958286}",20,12,-3.823714771136064,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.001, 'e': 0.5170071693299993}",25,0,-71.87619353170444,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
612,False,"{'a': 0.001, 'e': 0.5165422275259985}",20,5,13.705744319887032,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.001, 'e': 0.5160775983132577}",20,5,10.809257723338915,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.001, 'e': 0.5156132818198307}",20,0,15.26778903866125,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
615,False,"{'a': 0.001, 'e': 0.5151492781723988}",20,5,19.693097108185206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.001, 'e': 0.5146855874962756}",20,11,-57.86779192361168,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
617,False,"{'a': 0.001, 'e': 0.514222209915411}",20,0,-47.90290611747122,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
618,False,"{'a': 0.001, 'e': 0.513759145552397}",20,0,-41.11067990622467,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
619,False,"{'a': 0.001, 'e': 0.5132963945284713}",30,13,-48.85963373998115,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
620,False,"{'a': 0.001, 'e': 0.5128339569635229}",25,12,22.064990979514178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.001, 'e': 0.5123718329760958}",25,18,-41.943871469697875,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
622,False,"{'a': 0.001, 'e': 0.5119100226833948}",25,11,-31.237026282158368,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 0.001, 'e': 0.5114485262012893}",20,0,-28.531636056529784,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
624,False,"{'a': 0.001, 'e': 0.5109873436443181}",25,16,5.571184406054543,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.001, 'e': 0.5105264751256942}",20,0,-0.6616655873735303,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
626,False,"{'a': 0.001, 'e': 0.5100659207573093}",25,0,-53.59351560534908,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
627,False,"{'a': 0.001, 'e': 0.5096056806497382}",25,0,28.405296947202647,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.001, 'e': 0.5091457549122441}",20,0,-24.878534097919456,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
629,False,"{'a': 0.001, 'e': 0.508686143652782}",30,0,-16.426041077793457,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
630,False,"{'a': 0.001, 'e': 0.5082268469780041}",25,6,-79.08796598098895,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
631,False,"{'a': 0.001, 'e': 0.5077678649932645}",25,13,2.487706435322732,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.001, 'e': 0.5073091978026228}",25,14,20.6241694062191,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.001, 'e': 0.5068508455088498}",20,0,1.9988469349852922,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
634,False,"{'a': 0.001, 'e': 0.5063928082134308}",35,0,-84.57636827477246,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
635,False,"{'a': 0.001, 'e': 0.5059350860165709}",30,15,-13.451938439558363,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.001, 'e': 0.5054776790171994}",20,5,-16.764539987711615,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
637,False,"{'a': 0.001, 'e': 0.5050205873129738}",25,16,14.504129948696223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.001, 'e': 0.5045638110002849}",20,0,-85.00728134125562,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
639,False,"{'a': 0.001, 'e': 0.5041073501742608}",25,7,-70.56388870945581,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
640,False,"{'a': 0.001, 'e': 0.5036512049287714}",25,0,-71.9493784832903,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
641,False,"{'a': 0.001, 'e': 0.5031953753564328}",25,0,-64.14772702241497,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
642,False,"{'a': 0.001, 'e': 0.5027398615486118}",20,0,-47.10600914391949,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
643,False,"{'a': 0.001, 'e': 0.5022846635954306}",20,0,-40.364603287265716,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
644,False,"{'a': 0.001, 'e': 0.5018297815857702}",20,5,-8.953855030441336,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
645,False,"{'a': 0.001, 'e': 0.5013752156072758}",20,15,-1.6624197733461,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.001, 'e': 0.5009209657463609}",20,0,-14.20866429962382,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
647,False,"{'a': 0.001, 'e': 0.5004670320882112}",25,9,-15.733612974728453,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
648,False,"{'a': 0.001, 'e': 0.5000134147167893}",20,15,1.7272936243608479,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.001, 'e': 0.499560113714839}",20,12,-9.817796156905533,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
650,False,"{'a': 0.001, 'e': 0.4991071291638896}",20,9,20.529998650804004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.001, 'e': 0.49865446114426015}",20,10,-29.588182609754092,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
652,False,"{'a': 0.001, 'e': 0.4982021097350636}",30,1,-65.56945979573847,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 0}",1
653,False,"{'a': 0.001, 'e': 0.4977500750142115}",20,0,-28.036117590020634,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
654,False,"{'a': 0.001, 'e': 0.49729835705841746}",25,0,2.9921064139483566,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
655,False,"{'a': 0.001, 'e': 0.4968469559432026}",25,0,-55.22119439399918,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
