trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1734,False,"{'a': 0.001, 'e': 0.17583444302586615}",30,22,17.14554283601928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.001, 'e': 0.1756605277608986}",30,13,12.151077629390251,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1736,False,"{'a': 0.001, 'e': 0.17548678085002517}",20,0,14.94776095526263,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1737,False,"{'a': 0.001, 'e': 0.17531320214131726}",20,6,25.591659253835974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.001, 'e': 0.1751397914829495}",25,16,-22.652739922201036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1739,False,"{'a': 0.001, 'e': 0.17496654872319964}",20,14,0.06683202610520755,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.001, 'e': 0.1747934737104487}",20,0,32.188649921932,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1741,False,"{'a': 0.001, 'e': 0.17462056629318115}",35,23,23.06114115011939,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.001, 'e': 0.17444782631998465}",25,6,3.0424685629364543,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1743,False,"{'a': 0.001, 'e': 0.17427525363955032}",25,17,3.335924796388496,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1744,False,"{'a': 0.001, 'e': 0.17410284810067267}",25,18,-26.98526853927703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1745,False,"{'a': 0.001, 'e': 0.17393060955224973}",25,10,-15.096804247776385,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
1746,False,"{'a': 0.001, 'e': 0.17375853784328296}",20,16,7.142825235133728,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.001, 'e': 0.17358663282287745}",20,11,18.594609434657702,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.001, 'e': 0.17341489434024174}",20,9,5.55538494906092,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1749,False,"{'a': 0.001, 'e': 0.1732433222446881}",25,4,-45.140948852654354,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
1750,False,"{'a': 0.001, 'e': 0.17307191638563238}",20,12,15.775428064028844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.001, 'e': 0.17290067661259423}",20,13,10.399417868385555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.001, 'e': 0.1727296027751968}",20,12,2.2146798360377895,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1753,False,"{'a': 0.001, 'e': 0.17255869472316726}",20,13,7.13209024549224,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.001, 'e': 0.1723879523063363}",25,6,-19.74866463136935,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1755,False,"{'a': 0.001, 'e': 0.1722173753746387}",25,18,14.73637771779406,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.001, 'e': 0.17204696377811282}",35,23,18.272268315265674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.001, 'e': 0.17187671736690124}",20,9,6.886040155945862,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1758,False,"{'a': 0.001, 'e': 0.1717066359912501}",20,10,-31.78695264355082,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1759,False,"{'a': 0.001, 'e': 0.17153671950150987}",30,24,8.971934907933317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.001, 'e': 0.17136696774813462}",25,11,12.572442977245473,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1761,False,"{'a': 0.001, 'e': 0.17119738058168277}",35,21,22.66268661863556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.001, 'e': 0.17102795785281658}",20,12,15.874741929365678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.001, 'e': 0.1708586994123025}",20,6,6.8828693679914235,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1764,False,"{'a': 0.001, 'e': 0.17068960511101103}",35,24,23.745220920776102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.001, 'e': 0.17052067479991684}",25,5,33.63939085798272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.001, 'e': 0.17035190833009875}",25,6,-23.770623445681316,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
1767,False,"{'a': 0.001, 'e': 0.17018330555273983}",30,15,-27.771854836237768,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1768,False,"{'a': 0.001, 'e': 0.17001486631912724}",20,7,9.40297924207715,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1769,False,"{'a': 0.001, 'e': 0.16984659048065265}",25,16,20.26423769175281,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.001, 'e': 0.16967847788881166}",20,12,15.39140379181854,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.001, 'e': 0.1695105283952045}",30,15,-5.382391760412361,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1772,False,"{'a': 0.001, 'e': 0.16934274185153556}",20,11,-34.32800475732455,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
1773,False,"{'a': 0.001, 'e': 0.16917511810961364}",20,12,-2.944451002137325,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1774,False,"{'a': 0.001, 'e': 0.16900765702135193}",25,19,-8.747958227002822,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1775,False,"{'a': 0.001, 'e': 0.16884035843876802}",20,0,16.113283999668372,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1776,False,"{'a': 0.001, 'e': 0.1686732222139839}",20,12,-5.096735468912027,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1777,False,"{'a': 0.001, 'e': 0.16850624819922616}",25,0,-42.881423056633274,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1778,False,"{'a': 0.001, 'e': 0.16833943624682568}",30,21,2.0406301578963797,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1779,False,"{'a': 0.001, 'e': 0.1681727862092181}",30,16,14.297405201670184,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1780,False,"{'a': 0.001, 'e': 0.16800629793894326}",20,12,13.487525629246129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.001, 'e': 0.16783997128864592}",35,17,9.44543746718301,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1782,False,"{'a': 0.001, 'e': 0.16767380611107513}",20,0,-80.40319730910808,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
1783,False,"{'a': 0.001, 'e': 0.16750780225908476}",25,13,21.685084264860343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.001, 'e': 0.16734195958563308}",30,10,14.309944167494368,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1785,False,"{'a': 0.001, 'e': 0.16717627794378326}",20,0,6.351660036694367,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1786,False,"{'a': 0.001, 'e': 0.16701075718670286}",30,18,22.125699002152512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.001, 'e': 0.16684539716766444}",35,17,6.933044448814282,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1788,False,"{'a': 0.001, 'e': 0.16668019774004497}",20,12,17.492021985306913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.001, 'e': 0.16651515875732634}",25,17,10.031175934534543,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.001, 'e': 0.16635028007309513}",20,13,14.249023595818576,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.001, 'e': 0.16618556154104264}",20,9,12.544999615389813,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.001, 'e': 0.16602100301496503}",25,13,8.356888222975828,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1793,False,"{'a': 0.001, 'e': 0.16585660434876323}",20,6,8.943920505658266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1794,False,"{'a': 0.001, 'e': 0.16569236539644303}",25,13,4.30916946813214,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1795,False,"{'a': 0.001, 'e': 0.1655282860121149}",25,10,28.852800141551807,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.001, 'e': 0.1653643660499944}",20,2,8.965179272790145,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1797,False,"{'a': 0.001, 'e': 0.16520060536440176}",25,18,15.007424991225868,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.001, 'e': 0.1650370038097623}",25,20,9.395760344786586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1799,False,"{'a': 0.001, 'e': 0.16487356124060606}",30,13,12.533552584239612,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1800,False,"{'a': 0.001, 'e': 0.16471027751156808}",20,5,-81.2246839525182,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
1801,False,"{'a': 0.001, 'e': 0.16454715247738835}",30,22,13.81524852849299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.001, 'e': 0.1643841859929118}",25,7,27.118423656869165,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.001, 'e': 0.16422137791308827}",30,23,14.914325571082138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.001, 'e': 0.16405872809297273}",20,14,12.033024237280166,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.001, 'e': 0.1638962363877249}",25,8,24.31993833497997,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.001, 'e': 0.16373390265260981}",30,16,29.861371411381956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.001, 'e': 0.16357172674299725}",20,11,16.946081750806997,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.001, 'e': 0.16340970851436218}",20,13,13.622594100510184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.001, 'e': 0.16324784782228455}",20,11,15.895808683133266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.001, 'e': 0.16308614452244943}",25,14,16.80169564484745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.001, 'e': 0.1629245984706469}",20,12,4.191292011613243,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1812,False,"{'a': 0.001, 'e': 0.16276320952277215}",25,14,9.367692820388525,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1813,False,"{'a': 0.001, 'e': 0.16260197753482544}",25,15,-5.125754693683768,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1814,False,"{'a': 0.001, 'e': 0.16244090236291217}",25,0,30.606777775781445,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1815,False,"{'a': 0.001, 'e': 0.16227998386324277}",25,15,7.040627548718307,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1816,False,"{'a': 0.001, 'e': 0.16211922189213296}",30,24,8.974229801600954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.001, 'e': 0.1619586163060034}",25,5,22.68196516757952,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1818,False,"{'a': 0.001, 'e': 0.16179816696138002}",20,11,-0.8628628565787624,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1819,False,"{'a': 0.001, 'e': 0.1616378737148938}",30,20,19.631977121600233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.001, 'e': 0.16147773642328103}",25,11,-39.64208029924263,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1821,False,"{'a': 0.001, 'e': 0.161317754943383}",25,17,2.2002076678299325,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1822,False,"{'a': 0.001, 'e': 0.1611579291321463}",20,0,3.960952282847248,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1823,False,"{'a': 0.001, 'e': 0.1609982588466226}",20,13,11.913539494931161,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.001, 'e': 0.16083874394396888}",25,14,0.13993781924816973,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1825,False,"{'a': 0.001, 'e': 0.1606793842814472}",30,7,19.857093208449793,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1826,False,"{'a': 0.001, 'e': 0.1605201797164249}",35,23,21.47681668557562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.001, 'e': 0.16036113010637448}",20,7,17.3725681813051,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.001, 'e': 0.16020223530887373}",25,12,-27.570155066719654,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1829,False,"{'a': 0.001, 'e': 0.16004349518160552}",25,12,22.44341351408914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.001, 'e': 0.15988490958235815}",20,13,7.110566490222826,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.001, 'e': 0.15972647836902493}",20,11,-0.44778964748486594,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1832,False,"{'a': 0.001, 'e': 0.1595682013996046}",20,8,22.75205408597374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.001, 'e': 0.159410078532201}",25,0,17.35389082932654,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1834,False,"{'a': 0.001, 'e': 0.15925210962502326}",25,11,-58.87861293938323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1835,False,"{'a': 0.001, 'e': 0.1590942945363858}",20,6,25.959037578301963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.001, 'e': 0.15893663312470824}",25,0,-52.43596260481098,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1837,False,"{'a': 0.001, 'e': 0.15877912524851542}",20,0,18.720012876591493,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1838,False,"{'a': 0.001, 'e': 0.1586217707664376}",25,14,25.092013384054418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.001, 'e': 0.15846456953721}",20,1,20.85142021410231,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1840,False,"{'a': 0.001, 'e': 0.15830752141967347}",25,17,1.5614948878647887,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1841,False,"{'a': 0.001, 'e': 0.15815062627277376}",25,0,-8.009566488099093,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1842,False,"{'a': 0.001, 'e': 0.1579938839555622}",20,14,11.855029161202104,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.001, 'e': 0.15783729432719507}",20,14,11.05255441864487,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.001, 'e': 0.15768085724693426}",20,8,19.53539101115687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.001, 'e': 0.1575245725741466}",25,1,5.029803976690339,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1846,False,"{'a': 0.001, 'e': 0.15736844016830442}",25,14,4.889713398538411,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1847,False,"{'a': 0.001, 'e': 0.15721245988898516}",25,14,19.822413395274367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.001, 'e': 0.15705663159587166}",20,10,-31.809576347143818,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1849,False,"{'a': 0.001, 'e': 0.15690095514875185}",20,13,14.116831185579805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.001, 'e': 0.1567454304075191}",25,1,15.185469229484351,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1851,False,"{'a': 0.001, 'e': 0.15659005723217193}",25,8,-44.1317811480365,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 0}",1
1852,False,"{'a': 0.001, 'e': 0.15643483548281417}",35,23,25.896306339755352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.001, 'e': 0.15627976501965482}",20,12,18.82127617239453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.001, 'e': 0.1561248457030083}",35,17,-31.035976356073988,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1855,False,"{'a': 0.001, 'e': 0.15597007739329408}",25,15,20.7530846619018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.001, 'e': 0.15581545995103707}",20,8,21.770380464699052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.001, 'e': 0.1556609932368672}",20,6,-39.50534240936931,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1858,False,"{'a': 0.001, 'e': 0.15550667711151991}",25,19,9.148035086017533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.001, 'e': 0.15535251143583562}",30,17,3.921481245750189,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1860,False,"{'a': 0.001, 'e': 0.1551984960707602}",20,11,16.1099358631678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.001, 'e': 0.15504463087734457}",20,15,3.2727403015430023,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.001, 'e': 0.15489091571674504}",30,21,19.630945578411495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1863,False,"{'a': 0.001, 'e': 0.15473735045022294}",25,13,23.837662243227886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.001, 'e': 0.154583934939145}",20,12,14.989040756656761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.001, 'e': 0.154430669044983}",25,6,16.750420458274483,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1866,False,"{'a': 0.001, 'e': 0.15427755262931414}",30,18,21.624704423398008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.001, 'e': 0.15412458555382055}",30,16,8.817252148163185,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1868,False,"{'a': 0.001, 'e': 0.15397176768028972}",25,12,-22.76374130316205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1869,False,"{'a': 0.001, 'e': 0.15381909887061426}",35,22,24.601197190717055,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.001, 'e': 0.15366657898679195}",35,23,11.192143087030662,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1871,False,"{'a': 0.001, 'e': 0.1535142078909258}",30,15,14.884082213121541,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.001, 'e': 0.15336198544522395}",20,14,11.953233065185225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.001, 'e': 0.15320991151199959}",25,8,-11.271061134961215,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1874,False,"{'a': 0.001, 'e': 0.15305798595367123}",20,9,16.103500121987576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.001, 'e': 0.1529062086327623}",20,9,15.813603699716031,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.001, 'e': 0.15275457941190165}",30,13,30.759680203774604,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.001, 'e': 0.15260309815382292}",20,13,13.572475195891174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.001, 'e': 0.15245176472136512}",25,13,21.17057248509198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.001, 'e': 0.15230057897747218}",25,9,5.425896567795477,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1880,False,"{'a': 0.001, 'e': 0.15214954078519322}",20,11,4.148030689058169,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1881,False,"{'a': 0.001, 'e': 0.15199865000768237}",20,9,-35.37857937435482,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1882,False,"{'a': 0.001, 'e': 0.15184790650819893}",20,7,23.102959938425304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.001, 'e': 0.1516973101501071}",20,8,-30.908505152154774,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1884,False,"{'a': 0.001, 'e': 0.1515468607968763}",25,10,-7.411193556520185,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1885,False,"{'a': 0.001, 'e': 0.1513965583120808}",30,13,-56.40073205470244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1886,False,"{'a': 0.001, 'e': 0.15124640255940008}",20,8,20.274423628708856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.001, 'e': 0.15109639340261846}",20,3,31.573704253529446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.001, 'e': 0.15094653070562544}",20,9,11.973657396874303,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.001, 'e': 0.15079681433241535}",20,0,-20.402463502521403,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1890,False,"{'a': 0.001, 'e': 0.1506472441470875}",20,0,8.324517002447203,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1891,False,"{'a': 0.001, 'e': 0.1504978200138463}",20,10,12.291152076700813,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.001, 'e': 0.15034854179700097}",25,13,10.875824040697267,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1893,False,"{'a': 0.001, 'e': 0.15019940936096565}",25,16,5.20355066916166,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1894,False,"{'a': 0.001, 'e': 0.15005042257025963}",25,10,-8.592546464295312,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1895,False,"{'a': 0.001, 'e': 0.14990158128950679}",25,0,31.017828052611712,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1896,False,"{'a': 0.001, 'e': 0.14975288538343612}",30,21,-5.917891079810207,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1897,False,"{'a': 0.001, 'e': 0.14960433471688137}",20,10,-32.480383464888305,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1898,False,"{'a': 0.001, 'e': 0.1494559291547813}",20,6,-39.74557909871497,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1899,False,"{'a': 0.001, 'e': 0.1493076685621793}",25,14,20.231890340056673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.001, 'e': 0.14915955280422388}",30,8,18.55694015943393,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1901,False,"{'a': 0.001, 'e': 0.14901158174616805}",35,23,25.07517835193662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.001, 'e': 0.1488637552533699}",20,12,9.776905620391677,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.001, 'e': 0.14871607319129207}",30,16,-13.140698023761244,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1904,False,"{'a': 0.001, 'e': 0.14856853542550222}",20,12,15.352316736927545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.001, 'e': 0.14842114182167251}",25,10,23.76306161008978,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.001, 'e': 0.14827389224558007}",20,15,7.970678802918993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.001, 'e': 0.14812678656310654}",20,11,12.812085153582185,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1908,False,"{'a': 0.001, 'e': 0.14797982464023848}",30,21,18.559862723116254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.001, 'e': 0.14783300634306695}",20,16,7.759218167638772,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.001, 'e': 0.14768633153778776}",25,0,-5.292221827625531,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1911,False,"{'a': 0.001, 'e': 0.14753980009070136}",25,2,16.638518977292264,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1912,False,"{'a': 0.001, 'e': 0.1473934118682129}",20,9,5.118631649686699,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1913,False,"{'a': 0.001, 'e': 0.14724716673683194}",25,10,7.607580258528729,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.001, 'e': 0.14710106456317293}",30,20,-1.5479171191695542,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1915,False,"{'a': 0.001, 'e': 0.14695510521395466}",25,16,14.083059650300278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.001, 'e': 0.14680928855600062}",20,13,11.920393255723303,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
